product,qty,uom,serial,Owner,# FPAQ,product,tare,genre,etat,date_classement,Proprio,DB
G44,1,,W15618,maple.partner_lbmtreat_hq,11024,G44,44,G,B,41061,maple.partner_lbmtreat_hq,FAUX
G44,1,,W15616,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15608,maple.P0055,14302,G44,44,G,L,41394,maple.P0055,FAUX
G44,1,,W15599,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
P44,1,,W15597,maple.P0101,16964,P44,44,P,B,41408,maple.P0101,FAUX
G44,1,,W15537,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15500,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W1547,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W15467,maple.P0055,14302,G44,44,G,L,41047,maple.P0055,FAUX
G44,1,,W15464,maple.P0101,16964,G44,44,G,L,41051,maple.P0101,FAUX
G44,1,,W15463,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15461,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W15460,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15447,maple.P0101,16964,G44,44,G,B,41053,maple.P0101,FAUX
G44,1,,W15438,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15436,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W15424,maple.P0055,14302,G44,44,G,L,41047,maple.P0055,FAUX
G44,1,,W1542,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W1541,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1539,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1538,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W1537,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1536,maple.P0082,3889,G44,44,G,L,41026,maple.P0082,FAUX
G44,1,,W15348,maple.P0101,16964,G44,44,G,T,41053,maple.P0101,FAUX
G44,1,,W15347,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W15338,base.main_partner,13934,G44,44,G,L,41031,base.main_partner,FAUX
G44,1,,W15322,base.main_partner,9954,G44,44,G,L,41023,base.main_partner,FAUX
G44,1,,W15319,maple.partner_lbmtreat_hq,12960,G44,44,G,L,41029,maple.partner_lbmtreat_hq,FAUX
G44,1,,W15312,base.main_partner,10881,G44,44,G,L,41059,base.main_partner,FAUX
G44,1,,W15292,base.main_partner,10629,G44,44,G,L,41375,base.main_partner,FAUX
G44,1,,W15290,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W15284,base.main_partner,17109,G44,44,G,B,41036,base.main_partner,FAUX
G44,1,,W15282,maple.partner_lbmtreat_hq,12066,G44,44,G,B,41043,maple.partner_lbmtreat_hq,FAUX
G44,1,,W15280,base.main_partner,10881,G44,44,G,T,41059,base.main_partner,FAUX
G44,1,,W1528,maple.P0082,3889,G44,44,G,B,41061,maple.P0082,FAUX
G44,1,,W1527,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W15213,base.main_partner,16871,G44,44,G,L,41036,base.main_partner,FAUX
G44,1,,W15197,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W1516,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W15157,maple.partner_lbmtreat_hq,12341,G44,44,G,L,41410,maple.partner_lbmtreat_hq,FAUX
G44,1,,W1515,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W15136,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15133,maple.P0101,16964,G44,44,G,L,41408,maple.P0101,FAUX
G44,1,,W15118,maple.partner_lbmtreat_hq,15668,G44,44,G,B,41015,maple.partner_lbmtreat_hq,FAUX
G44,1,,W15116,base.main_partner,151,G44,44,G,O,41018,base.main_partner,FAUX
G44,1,,W15112,maple.partner_lbmtreat_hq,15668,G44,44,G,L,41015,maple.partner_lbmtreat_hq,FAUX
G44,1,,W15111,maple.P0031,19326,G44,44,G,L,41403,maple.P0031,FAUX
G44,1,,W15108,maple.P0104,9291,G44,44,G,L,41403,maple.P0104,FAUX
G44,1,,W15084,maple.P0101,16964,G44,44,G,B,41053,maple.P0101,FAUX
G44,1,,W15081,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W15080,maple.P0101,16964,G44,44,G,L,41053,maple.P0101,FAUX
G44,1,,W1507,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W15064,maple.P0097,9331,G44,44,G,L,41409,maple.P0097,FAUX
G44,1,,W1506,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W15059,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W15057,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W15053,maple.P0097,9331,G44,44,G,B,41037,maple.P0097,FAUX
G44,1,,W15052,maple.P0042,9954,G44,44,G,B,41023,maple.P0042,FAUX
G44,1,,W1505,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W15035,maple.P0101,16964,G44,44,G,L,41051,maple.P0101,FAUX
G44,1,,W1503,maple.P0082,3889,G44,44,G,L,41026,maple.P0082,FAUX
G44,1,,W15021,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W1502,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W15019,maple.P0097,9331,G44,44,G,L,41409,maple.P0097,FAUX
G44,1,,W15018,maple.P0097,9331,G44,44,G,L,41409,maple.P0097,FAUX
G44,1,,W15011,maple.P0097,9331,G44,44,G,L,41037,maple.P0097,FAUX
G44,1,,W15006,base.main_partner,150,G44,44,G,O,41003,base.main_partner,FAUX
G44,1,,W1495,maple.P0066,4064,G44,44,G,L,41066,maple.P0066,FAUX
G44,1,,W1461,maple.P0082,3889,G44,44,G,L,41439,maple.P0082,FAUX
G44,1,,W1451,maple.P0066,4064,G44,44,G,T,41067,maple.P0066,FAUX
G44,1,,W1439,base.main_partner,13934,G44,44,G,L,41031,base.main_partner,FAUX
G44,1,,W1410,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W1408,maple.P0092,11024,G44,44,G,L,41059,maple.P0092,FAUX
G44,1,,W1403,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W1402,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W1396,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W1395,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W1394,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1388,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W1385,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W1381,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W1377,base.main_partner,10629,G44,44,G,L,41022,base.main_partner,FAUX
G44,1,,W1373,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1354,base.main_partner,13934,G44,44,G,L,41031,base.main_partner,FAUX
G44,1,,W1352,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1351,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W1341,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1327,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1325,maple.P0132,15359,G44,44,G,L,41417,maple.P0132,FAUX
G44,1,,W1317,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W1315,maple.P0066,4064,G44,44,G,L,41068,maple.P0066,FAUX
G44,1,,W1301,maple.P0092,11024,G44,44,G,B,41059,maple.P0092,FAUX
G44,1,,W1296,N/D,13964,G44,44,G,L,41005,N/D,FAUX
G44,1,,W1292,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1291,N/D,13964,G44,44,G,L,41409,N/D,FAUX
G44,1,,W1287,maple.P0082,3889,G44,44,G,L,41379,maple.P0082,FAUX
G44,1,,W1253,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1252,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1249,maple.P0065,12707,G44,44,G,B,41029,maple.P0065,FAUX
G44,1,,W1180,maple.partner_lbmtreat_hq,12066,G44,44,G,L,41043,maple.partner_lbmtreat_hq,FAUX
G44,1,,W1173,maple.P0014,18899,G44,44,G,L,41416,maple.P0014,FAUX
G44,1,,W1171,base.main_partner,10629,G44,44,G,L,41374,base.main_partner,FAUX
G39,1,,W11708,maple.P0115,18837,G39,39,G,L,41380,maple.P0115,FAUX
G44,1,,W1169,maple.P0014,18899,G44,44,G,L,41416,maple.P0014,FAUX
G44,1,,W1164,maple.P0014,18899,G44,44,G,B,41052,maple.P0014,FAUX
G44,1,,W1157,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W1151,maple.P0082,3889,G44,44,G,P,41061,maple.P0082,FAUX
G44,1,,W1149,N/D,13964,G44,44,G,B,41031,N/D,FAUX
G44,1,,W1126,maple.P0092,11024,G44,44,G,B,41061,maple.P0092,FAUX
G44,1,,W1125,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1114,maple.partner_lbmtreat_hq,12066,G44,44,G,L,41043,maple.partner_lbmtreat_hq,FAUX
G44,1,,W1113,base.main_partner,13934,G44,44,G,L,41031,base.main_partner,FAUX
G44,1,,W1110,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1105,base.main_partner,10629,G44,44,G,L,41362,base.main_partner,FAUX
G44,1,,W1104,base.main_partner,16871,G44,44,G,L,41036,base.main_partner,FAUX
G44,1,,W1103,maple.P0082,3889,G44,44,G,L,41061,maple.P0082,FAUX
G44,1,,W1101,maple.P0082,3889,G44,44,G,B,41061,maple.P0082,FAUX
G44,1,,W1098,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1095,N/D,13964,G44,44,G,L,41005,N/D,FAUX
G44,1,,W1094,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1093,maple.P0082,3889,G44,44,G,B,41026,maple.P0082,FAUX
G44,1,,W1090,base.main_partner,17109,G44,44,G,B,41036,base.main_partner,FAUX
G44,1,,W1082,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1081,N/D,13964,G44,44,G,L,41031,N/D,FAUX
G44,1,,W1074,maple.P0092,11024,G44,44,G,B,41017,maple.P0092,FAUX
G44,1,,W1067,maple.P0092,11024,G44,44,G,B,41017,maple.P0092,FAUX
G44,1,,W1063,maple.P0137,15668,G44,44,G,L,41015,maple.P0137,FAUX
G44,1,,W106,maple.P0092,11024,G44,44,G,L,41017,maple.P0092,FAUX
G44,1,,W1057,maple.P0092,11024,G44,44,G,B,41017,maple.P0092,FAUX
G44,1,,W1047,maple.P0014,18899,G44,44,G,L,41052,maple.P0014,FAUX
G44,1,,W10152,maple.P0042,9954,G44,44,G,L,41382,maple.P0042,FAUX
G48,1,,W10126,maple.P0053,7953,G48,48,G,L,41012,maple.P0053,FAUX
G42,1,,V6071,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5994,maple.P0137,15668,G42,42,G,L,41360,maple.P0137,FAUX
G42,1,,V5904,maple.P0137,15668,G42,42,G,L,41380,maple.P0137,FAUX
G42,1,,V5879,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5875,maple.P0137,15668,G42,42,G,B,41003,maple.P0137,FAUX
G42,1,,V5853,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5787,maple.P0035,18715,G42,42,G,L,41380,maple.P0035,FAUX
G42,1,,V5744,maple.P0137,15668,G42,42,G,B,41061,maple.P0137,FAUX
G42,1,,V5735,maple.P0137,15668,G42,42,G,B,41061,maple.P0137,FAUX
G42,1,,V5730,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5700,maple.P0137,15668,G42,42,G,L,41373,maple.P0137,FAUX
G42,1,,V5655,maple.P0035,18715,G42,42,G,B,41367,maple.P0035,FAUX
G42,1,,V5627,maple.P0137,15668,G42,42,G,B,41061,maple.P0137,FAUX
G42,1,,V5541,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5515,maple.P0137,15668,G42,42,G,B,41015,maple.P0137,FAUX
G42,1,,V5513,maple.P0137,15668,G42,42,G,B,41015,maple.P0137,FAUX
G42,1,,V5496,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5492,maple.P0035,18715,G42,42,G,L,41029,maple.P0035,FAUX
G42,1,,V5491,maple.P0137,15668,G42,42,G,B,41003,maple.P0137,FAUX
G42,1,,V5490,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5441,maple.P0035,18715,G42,42,G,B,41003,maple.P0035,FAUX
G42,1,,V5418,maple.P0137,15668,G42,42,G,B,41003,maple.P0137,FAUX
G42,1,,V5359,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5330,maple.P0137,15668,G42,42,G,L,41380,maple.P0137,FAUX
G42,1,,V5312,maple.P0035,18715,G42,42,G,L,41029,maple.P0035,FAUX
G42,1,,V5288,maple.P0137,15668,G42,42,G,L,41367,maple.P0137,FAUX
G42,1,,V5284,maple.P0035,18715,G42,42,G,L,41380,maple.P0035,FAUX
G42,1,,V5213,maple.P0137,15668,G42,42,G,L,41015,maple.P0137,FAUX
G42,1,,V5200,maple.P0137,15668,G42,42,G,B,41061,maple.P0137,FAUX
G42,1,,V5155,maple.P0035,18715,G42,42,G,B,41029,maple.P0035,FAUX
